Id;RespP1;RespP2;RespP3;RespP4;RespP5;RespP6;Faciles;Intermedias;Dificiles;EtiquetaFinal;RF1;RF2;RF3;RF4;RF5;RF6;RF7;RF8;RF9;RF10;RF11;RF12;RF13;RF14;RF15;RF16;RF17;RF18;RF19;RF20;RF21;RF22;RF23;RF24;RF25;RF26;RF27;RF28;RF29;RF30;RF31;RF32;RF33;RF34;RF35;RF36;RF37;RF38;RF39;RF40;RF41;RF42;RF43;RF44;RF45;RF46;RF47;RF48;RF49;RF50;RF51;RF52;RF53;RF54;RF55;RF56;RF57;RF58;RF59;RF60;RF1;RF2;RF3;RF4;RF5;RF6;RF7;RF8;RF9;RF10;RF11;RF12;RF13;RF14;RF15;RF16;RF17;RF18;RF19;RF20;RF21;RF22;RF23;RF24;RF25;RF26;RF27;RF28;RF29;RF30;RF31;RF32;RF33;RF34;RF35;RF36;RF37;RF38;RF39;RF40;RF41;RF42;RF43;RF44;RF45;RF46;RF47;RF48;RF49;RF50;RF51;RF52;RF53;RF54;RF55;RF56;RF57;RF58;RF59;RF60
180;2;2;1;2;3;1;13;13;10;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
181;2;2;1;2;3;1;14;13;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
182;2;2;1;2;3;1;14;12;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
183;2;2;1;2;3;1;14;12;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
184;2;2;1;2;3;1;14;14;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
185;2;2;1;2;3;1;14;14;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
186;2;2;1;2;3;1;14;12;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
187;2;2;1;2;3;1;14;12;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
188;2;2;1;2;3;1;14;12;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
189;2;2;1;2;3;1;14;12;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
190;2;2;1;2;3;1;14;13;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
191;2;2;1;2;3;1;14;13;10;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
192;2;2;1;2;3;1;14;13;9;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
193;2;2;1;2;3;1;14;13;11;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1
194;2;2;1;2;3;1;14;13;9;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1
195;2;2;1;2;3;1;14;13;11;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;2;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1
196;2;2;1;2;3;1;14;13;11;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;2;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;1
197;2;2;1;2;3;1;14;13;11;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;1
198;2;2;1;2;3;1;14;13;11;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;1;1
199;2;2;1;2;3;1;14;13;9;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1
200;2;2;1;2;3;1;14;13;9;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0
201;2;2;1;2;2;1;15;13;9;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
202;2;2;1;2;2;1;15;13;9;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
203;2;2;1;2;2;1;16;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
204;2;2;1;2;2;1;15;13;9;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
205;2;2;1;2;2;1;15;13;9;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
206;2;2;1;2;2;1;15;13;9;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
207;2;2;1;2;2;1;16;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
208;2;2;1;2;2;1;15;13;9;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
209;2;2;1;2;2;1;15;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
210;2;2;1;2;2;1;15;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
211;2;2;1;2;2;1;16;12;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
212;2;2;1;2;2;1;16;14;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
213;2;2;1;2;2;1;16;14;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
214;2;2;1;2;2;1;16;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
215;2;2;1;2;2;1;16;12;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
216;2;2;1;2;2;1;16;12;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
217;2;2;1;2;2;1;16;12;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
218;2;2;1;2;2;1;16;12;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
219;2;2;1;2;2;1;16;14;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
220;2;2;1;2;2;1;16;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
221;2;2;1;2;2;1;16;13;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
222;2;2;1;2;2;1;16;13;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
223;2;2;1;2;2;1;16;13;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
224;2;2;1;2;2;1;16;13;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0
225;2;2;1;2;2;1;16;13;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0
226;2;2;1;2;2;1;16;13;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0
227;2;2;1;2;2;1;16;13;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0
228;2;2;1;2;2;1;16;13;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0
229;2;2;1;2;2;1;16;13;10;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0
230;2;2;1;2;2;1;16;13;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0
